"","time","tweet_id","sentiment_score","location","latitude","longitude","place_rank"
"75","Mon May 18 04:49:11 +0000 2020",1262243812979740672,-0.05,"New Delhi, India",28.6138954,77.2090057,"10"
"76","Mon May 18 04:49:55 +0000 2020",1262244000938881024,0.2,"New Delhi, India",28.6138954,77.2090057,"10"
"77","Mon May 18 04:50:53 +0000 2020",1262244241285115904,0.175454545454545,"Guwahati, India",26.1805978,91.753943,"16"
"78","Mon May 18 04:51:04 +0000 2020",1262244288131260416,-0.5,"Bengaluru South, India",12.9791198,77.5912997,"16"
"79","Mon May 18 04:51:05 +0000 2020",1262244291696635904,-0.0351851851851852,"Firozabad, India",27.17736635,78.3899119795118,"12"
"80","Mon May 18 04:51:11 +0000 2020",1262244320280670208,0,"Burari, New Delhi",28.75364375,77.2016510790486,"25"
"81","Mon May 18 04:51:31 +0000 2020",1262244401050345472,0.12,"Pune, India",18.521428,73.8544541,"12"
"82","Mon May 18 04:51:50 +0000 2020",1262244481862184960,0,"Uttar Pradesh, India",27.1303344,80.859666,"8"
"84","Mon May 18 04:52:22 +0000 2020",1262244616763510784,0,"Nagaon, India",26.30414915,92.7160597443035,"12"
"85","Mon May 18 04:52:38 +0000 2020",1262244683675099136,0.4,"India",22.3511148,78.6677428,"4"
"86","Mon May 18 04:52:46 +0000 2020",1262244716629778432,0.227272727272727,"Uttar Pradesh, India",27.1303344,80.859666,"8"
"87","Mon May 18 04:53:01 +0000 2020",1262244779502342144,-0.121428571428571,"Mumbai, India",19.0759899,72.8773928,"16"
"88","Mon May 18 04:53:09 +0000 2020",1262244812637581312,0.0333333333333333,"Rajasthan, India",26.8105777,73.7684549,"8"
"89","Mon May 18 04:53:15 +0000 2020",1262244837824303104,0.4,"Rajkot, India",22.3051991,70.8028335,"16"
"90","Mon May 18 04:53:21 +0000 2020",1262244865397723136,0.5,"Ajmer, India",26.4691,74.639,"16"
"91","Mon May 18 04:53:33 +0000 2020",1262244915553030144,0.5,"New Delhi, India",28.6138954,77.2090057,"10"
"92","Mon May 18 04:54:13 +0000 2020",1262245079697113088,-0.203125,"Hyderabad, India",17.38878595,78.4610647345315,"10"
"93","Mon May 18 04:54:51 +0000 2020",1262245240049750016,0.0166666666666667,"Dehradun, India",30.3255646,78.0436813,"16"
"94","Mon May 18 04:55:35 +0000 2020",1262245425127600128,0.85,"Bengaluru, India",12.9791198,77.5912997,"16"
"95","Mon May 18 04:55:38 +0000 2020",1262245436825366528,0.166666666666667,"Bihar Sharif, India",25.193859,85.5208617,"16"
"96","Mon May 18 04:55:49 +0000 2020",1262245485080743936,0.242424242424242,"Cuttack, India",20.4686,85.8792,"16"
"97","Mon May 18 04:55:52 +0000 2020",1262245496552337408,0,"Bhubaneshwar, India",20.2602964,85.8394521,"16"
"98","Mon May 18 04:56:26 +0000 2020",1262245638852366336,0.133333333333333,"Madhya Pradesh, India",23.8143419,77.5340719,"8"
"99","Mon May 18 04:56:54 +0000 2020",1262245756523515904,0.166666666666667,"New Delhi, India",28.6138954,77.2090057,"10"
"100","Mon May 18 04:57:27 +0000 2020",1262245893878820864,0.375,"Panvel, India",18.96558885,73.1028813058249,"12"
"101","Mon May 18 04:57:37 +0000 2020",1262245936547364864,-0.125,"Bengaluru, India",12.9791198,77.5912997,"16"
"102","Mon May 18 04:58:02 +0000 2020",1262246043657224192,0.6,"Lucknow, India",26.8381,80.9346001,"16"
"103","Mon May 18 04:58:31 +0000 2020",1262246165849837568,-0.0444444444444444,"Kanpur, India",26.4609135,80.3217588,"16"
"104","Mon May 18 04:58:33 +0000 2020",1262246171470213120,0,"Gurgaon, India",28.42826235,77.0027001465775,"12"
"105","Mon May 18 04:58:49 +0000 2020",1262246237887172608,0.0909090909090909,"Cuttack, India",20.4686,85.8792,"16"
"106","Mon May 18 04:59:26 +0000 2020",1262246394938552320,0.106818181818182,"Barnala, India",30.3704685,75.504017418548,"10"
"107","Mon May 18 04:59:45 +0000 2020",1262246475767087104,0,"Mumbai, India",19.0759899,72.8773928,"16"
"108","Mon May 18 05:00:07 +0000 2020",1262246567446077440,0.2,"Madhya Pradesh, India",23.8143419,77.5340719,"8"
"110","Mon May 18 05:00:41 +0000 2020",1262246708836102144,0,"Mumbai, India",19.0759899,72.8773928,"16"
"111","Mon May 18 05:01:02 +0000 2020",1262246796786429952,0.45,"New Delhi, India",28.6138954,77.2090057,"10"
"112","Mon May 18 05:01:25 +0000 2020",1262246895084331008,-0.028125,"Firozabad, India",27.17736635,78.3899119795118,"12"
"113","Mon May 18 05:01:43 +0000 2020",1262246967201021952,0.0916666666666667,"Trivandrum, India",8.57697055,77.0501246373072,"10"
"114","Mon May 18 05:02:00 +0000 2020",1262247038952988672,0,"Mumbai, India",19.0759899,72.8773928,"16"
"115","Mon May 18 05:02:00 +0000 2020",1262247041054289920,0.0324675324675325,"Mumbai, India",19.0759899,72.8773928,"16"
"116","Mon May 18 05:02:00 +0000 2020",1262247041071120384,0.220238095238095,"Greater Noida, India",28.4670734,77.5137649,"16"
"117","Mon May 18 05:02:14 +0000 2020",1262247100412129280,0.6,"Ghaziabad, India",28.711241,77.4445372,"10"
"118","Mon May 18 05:02:20 +0000 2020",1262247122683850752,0,"New Delhi, India",28.6138954,77.2090057,"10"
"119","Mon May 18 05:02:26 +0000 2020",1262247149191872512,0.0583333333333334,"Haveli, India",18.51051985,74.0609353177903,"12"
"120","Mon May 18 05:02:27 +0000 2020",1262247154581753856,0.242424242424242,"Bhubaneshwar, India",20.2602964,85.8394521,"16"
"122","Mon May 18 05:02:52 +0000 2020",1262247256457011200,0.43125,"Surat, India",21.1864607,72.8081281,"16"
"123","Mon May 18 05:03:08 +0000 2020",1262247326283784192,0.295,"Port Blair, India",11.6645348,92.7390448,"16"
"124","Mon May 18 05:03:37 +0000 2020",1262247445364461568,-0.166666666666667,"Indore, India",22.7203616,75.8681996,"16"
"125","Mon May 18 05:03:38 +0000 2020",1262247451005603840,0.18989898989899,"New Delhi, India",28.6138954,77.2090057,"10"
"126","Mon May 18 05:03:45 +0000 2020",1262247479166169088,-0.2,"New Delhi, India",28.6138954,77.2090057,"10"
"127","Mon May 18 05:03:49 +0000 2020",1262247498107817984,0.136363636363636,"Faridabad, India",28.4029786,77.3103837,"16"
"128","Mon May 18 05:04:33 +0000 2020",1262247684196294656,0.0888888888888889,"Varanasi, India",25.3356491,83.0076292,"16"
"129","Mon May 18 05:04:50 +0000 2020",1262247754660708352,0.0708333333333333,"New Delhi, India",28.6138954,77.2090057,"10"
"130","Mon May 18 05:05:34 +0000 2020",1262247936756535296,0,"Navi Mumbai, India",19.0308262,73.0198537,"16"
"131","Mon May 18 05:05:38 +0000 2020",1262247953730646016,0.85,"Bengaluru South, India",12.9791198,77.5912997,"16"
"132","Mon May 18 05:05:52 +0000 2020",1262248013499707392,0.18989898989899,"New Delhi, India",28.6138954,77.2090057,"10"
"134","Mon May 18 05:06:17 +0000 2020",1262248118197915648,-0.1,"Maharashtra, India",18.9068356,75.6741579,"8"
"135","Mon May 18 05:06:34 +0000 2020",1262248187814952960,0.121212121212121,"Bhubaneshwar, India",20.2602964,85.8394521,"16"
"136","Mon May 18 05:06:46 +0000 2020",1262248241107738624,0,"India",22.3511148,78.6677428,"4"
"137","Mon May 18 05:06:53 +0000 2020",1262248268559499264,0.1,"Yamunanagar, India",30.2112003,77.2863897236089,"10"
"138","Mon May 18 05:06:58 +0000 2020",1262248289895714816,0.357142857142857,"New Delhi, India",28.6138954,77.2090057,"10"
"139","Mon May 18 05:07:03 +0000 2020",1262248310007455744,-0.45,"Mumbai, India",19.0759899,72.8773928,"16"
"140","Mon May 18 05:07:06 +0000 2020",1262248322653396992,-0.125,"Hayathnagar, India",17.3281147,78.6045399,"19"
"142","Mon May 18 05:07:39 +0000 2020",1262248461627506688,0.2,"Ujjain, India",23.174597,75.7851423,"16"
"143","Mon May 18 05:08:02 +0000 2020",1262248557949497344,0,"Chennai, India",13.0836939,80.270186,"16"
"144","Mon May 18 05:08:15 +0000 2020",1262248613385658368,0,"New Delhi, India",28.6138954,77.2090057,"10"
"146","Mon May 18 05:10:13 +0000 2020",1262249107835346944,0.1875,"Coimbatore, India",11.0018115,76.9628425,"16"
"147","Mon May 18 05:10:32 +0000 2020",1262249186864463872,0,"Mumbai, India",19.0759899,72.8773928,"16"
"148","Mon May 18 05:10:34 +0000 2020",1262249196058443776,0,"Bhavnagar, India",21.7718836,72.1416449,"16"
"149","Mon May 18 05:10:46 +0000 2020",1262249248105603072,0.6,"Kerala, India",10.3528744,76.5120396,"8"
"150","Mon May 18 05:11:00 +0000 2020",1262249307337633792,0.366666666666667,"New Delhi, India",28.6138954,77.2090057,"10"
"151","Mon May 18 05:12:18 +0000 2020",1262249633318866944,0.00378787878787878,"Kolkata, India",22.5414185,88.3576912438887,"12"
"152","Mon May 18 05:12:21 +0000 2020",1262249644060479488,0,"Kolkata, India",22.5414185,88.3576912438887,"12"
"153","Mon May 18 05:12:47 +0000 2020",1262249753833648128,-0.05,"Hayathnagar, India",17.3281147,78.6045399,"19"
"155","Mon May 18 05:13:12 +0000 2020",1262249857537896448,0.387272727272727,"Cuttack, India",20.4686,85.8792,"16"
"156","Mon May 18 05:13:17 +0000 2020",1262249881961295872,0.1,"Mumbai, India",19.0759899,72.8773928,"16"
"157","Mon May 18 05:13:19 +0000 2020",1262249886310731776,0,"Ranchi, India",23.3700354,85.3250132,"16"
"158","Mon May 18 05:13:25 +0000 2020",1262249913426931712,-0.133333333333333,"Mumbai, India",19.0759899,72.8773928,"16"
"159","Mon May 18 05:14:10 +0000 2020",1262250103911391232,0,"Etawah, India",26.71832435,79.0902537502516,"10"
"160","Mon May 18 05:14:17 +0000 2020",1262250129517510656,0,"New Delhi, India",28.6138954,77.2090057,"10"
"161","Mon May 18 05:14:32 +0000 2020",1262250193149255680,0.22,"New Delhi, India",28.6138954,77.2090057,"10"
"162","Mon May 18 05:14:55 +0000 2020",1262250291879124992,0,"Radaur, India",30.0449225,77.1800123255579,"12"
"163","Mon May 18 05:15:02 +0000 2020",1262250319905386496,0.0681818181818182,"Bhubaneshwar, India",20.2602964,85.8394521,"16"
"164","Mon May 18 05:15:05 +0000 2020",1262250334942101504,0.102678571428571,"New Delhi, India",28.6138954,77.2090057,"10"
"165","Mon May 18 05:15:20 +0000 2020",1262250395402829824,-0.0166666666666667,"Ghaziabad, India",28.711241,77.4445372,"10"
"166","Mon May 18 05:15:34 +0000 2020",1262250453863067648,0.5,"Gurgaon, India",28.42826235,77.0027001465775,"12"
"167","Mon May 18 05:15:52 +0000 2020",1262250531050799104,-0.233333333333333,"Pune, India",18.521428,73.8544541,"12"
"168","Mon May 18 05:16:15 +0000 2020",1.262250626723e+18,0.5,"Ujjain, India",23.174597,75.7851423,"16"
"169","Mon May 18 05:16:53 +0000 2020",1262250784101711872,-0.447222222222222,"Mumbai, India",19.0759899,72.8773928,"16"
"170","Mon May 18 05:17:42 +0000 2020",1262250989681176576,0.1,"Noida, India",28.5707841,77.3271074,"16"
"171","Mon May 18 05:18:09 +0000 2020",1262251105985191936,0,"Surat, India",21.1864607,72.8081281,"16"
"172","Mon May 18 05:18:45 +0000 2020",1262251255075753984,0,"Bengaluru South, India",12.9791198,77.5912997,"16"
"173","Mon May 18 05:19:23 +0000 2020",1262251415419760640,0,"New Delhi, India",28.6138954,77.2090057,"10"
"174","Mon May 18 05:19:24 +0000 2020",1262251418066595840,0,"Surat, India",21.1864607,72.8081281,"16"
"175","Mon May 18 05:19:31 +0000 2020",1262251448844390400,0.458333333333333,"Baleshwar, India",21.5,86.75,"12"
"176","Mon May 18 05:20:12 +0000 2020",1262251621381058560,0.3,"New Delhi, India",28.6138954,77.2090057,"10"
"178","Mon May 18 05:22:00 +0000 2020",1262252075049615360,0,"Bengaluru, India",12.9791198,77.5912997,"16"
"179","Mon May 18 05:22:06 +0000 2020",1262252096851599360,-0.3125,"Mumbai, India",19.0759899,72.8773928,"16"
"180","Mon May 18 05:22:19 +0000 2020",1262252153281712128,-1,"Ghaziabad, India",28.711241,77.4445372,"10"
"181","Mon May 18 05:22:33 +0000 2020",1262252213327597568,0,"Ghaziabad, India",28.711241,77.4445372,"10"
"182","Mon May 18 05:23:07 +0000 2020",1262252355648737280,0.5,"Maharashtra, India",18.9068356,75.6741579,"8"
"183","Mon May 18 05:23:14 +0000 2020",1262252384928952320,0.2,"Punjab, India",30.9293211,75.5004841,"8"
"184","Mon May 18 05:23:18 +0000 2020",1262252402561871872,0.0714285714285714,"Bengaluru, India",12.9791198,77.5912997,"16"
"185","Mon May 18 05:23:19 +0000 2020",1262252403337895936,-0.316666666666667,"Telgaon, India",17.5942255,75.7999699,"19"
"186","Mon May 18 05:23:19 +0000 2020",1262252406223462400,0,"Saidapet, India",13.020817,80.2239536,"19"
"187","Mon May 18 05:23:37 +0000 2020",1262252480148234240,-0.0657407407407407,"New Delhi, India",28.6138954,77.2090057,"10"
"188","Mon May 18 05:23:59 +0000 2020",1262252572896751616,0.1,"Mumbai, India",19.0759899,72.8773928,"16"
"189","Mon May 18 05:24:04 +0000 2020",1262252591574106112,0.125,"Mumbai, India",19.0759899,72.8773928,"16"
"190","Mon May 18 05:24:10 +0000 2020",1262252619076038656,-0.25,"Ghaziabad, India",28.711241,77.4445372,"10"
"191","Mon May 18 05:24:17 +0000 2020",1262252649128304640,-0.0333333333333333,"New Delhi, India",28.6138954,77.2090057,"10"
"192","Mon May 18 05:25:06 +0000 2020",1262252854221430784,-0.108333333333333,"New Delhi, India",28.6138954,77.2090057,"10"
"193","Mon May 18 05:25:11 +0000 2020",1262252873074737152,-0.2,"Bengaluru South, India",12.9791198,77.5912997,"16"
"194","Mon May 18 05:26:22 +0000 2020",1262253172036456448,-0.125,"Lucknow, India",26.8381,80.9346001,"16"
"195","Mon May 18 05:26:38 +0000 2020",1262253237580726272,0,"Hazaribag, India",24,85.25,"12"
"196","Mon May 18 05:26:42 +0000 2020",1262253258094940160,0.166666666666667,"Bhilai, India",21.2120677,81.3732849,"16"
"197","Mon May 18 05:27:13 +0000 2020",1262253385257848832,0.463636363636364,"Bhagalpur, India",25.28669805,87.1322535511115,"10"
"198","Mon May 18 05:27:56 +0000 2020",1262253564774268928,-0.2,"AIIMS",28.5668602,77.2078058,"30"
"199","Mon May 18 05:27:56 +0000 2020",1262253564887474176,-0.0657407407407407,"New Delhi, India",28.6138954,77.2090057,"10"
"200","Mon May 18 05:28:03 +0000 2020",1262253596332052480,0.25,"Mumbai, India",19.0759899,72.8773928,"16"
"201","Mon May 18 05:28:34 +0000 2020",1262253724791177216,-0.0333333333333333,"Chhindwara, India",22.13983105,78.8096449546799,"10"
"202","Mon May 18 05:28:40 +0000 2020",1262253751127044096,-0.5,"Medinipur, India",25.5724333,83.6096053,"19"
"203","Mon May 18 05:28:49 +0000 2020",1262253789689643008,0.5,"Kota, India",25.1968256,76.0008933088555,"10"
"204","Mon May 18 05:28:58 +0000 2020",1262253826268110848,0,"New Delhi, India",28.6138954,77.2090057,"10"
"205","Mon May 18 05:29:39 +0000 2020",1262253997253111808,-0.05,"Chhindwara, India",22.13983105,78.8096449546799,"10"
"206","Mon May 18 05:29:50 +0000 2020",1262254044183171072,-0.0193877551020408,"Bhubaneshwar, India",20.2602964,85.8394521,"16"
"207","Mon May 18 05:30:02 +0000 2020",1262254093973807104,0.0327272727272727,"Chhindwara, India",22.13983105,78.8096449546799,"10"
"208","Mon May 18 05:30:34 +0000 2020",1262254227889545216,0.366666666666667,"Chandi Mandir, India",30.7270873,76.8872227,"30"
"209","Mon May 18 05:30:41 +0000 2020",1262254257740357632,0,"Silchar, India",24.8178611,92.7562207529437,"12"
"210","Mon May 18 05:30:56 +0000 2020",1262254322236239872,0,"Nagda, India",23.58754805,75.675679126765,"10"
"211","Mon May 18 05:31:05 +0000 2020",1262254358005198848,0,"Nagaon, India",26.30414915,92.7160597443035,"12"
"212","Mon May 18 05:31:33 +0000 2020",1262254477907640320,0,"Noida, India",28.5707841,77.3271074,"16"
"213","Mon May 18 05:31:58 +0000 2020",1262254579841994752,0.0333333333333333,"Panvel, India",18.96558885,73.1028813058249,"12"
"214","Mon May 18 05:32:05 +0000 2020",1262254612368756736,-0.6,"Lucknow, India",26.8381,80.9346001,"16"
"215","Mon May 18 05:32:05 +0000 2020",1262254612368756736,0.616666666666667,"Lucknow, India",26.8381,80.9346001,"16"
"216","Mon May 18 05:32:48 +0000 2020",1262254789393612800,0,"Mumbai, India",19.0759899,72.8773928,"16"
"217","Mon May 18 05:32:50 +0000 2020",1262254798230786048,-0.05,"New Delhi, India",28.6138954,77.2090057,"10"
"218","Mon May 18 05:33:17 +0000 2020",1262254914442534912,0,"Ahmadabad City, India",23.0216238,72.5797068,"16"
"219","Mon May 18 05:33:54 +0000 2020",1262255067836690432,-0.0416666666666667,"Navi Mumbai, India",19.0308262,73.0198537,"16"
"220","Mon May 18 05:33:58 +0000 2020",1262255084697554944,0,"Chalisgaon, India",20.502461,74.9655274321155,"12"
"221","Mon May 18 05:34:00 +0000 2020",1262255091857240064,-0.1,"Chalisgaon, India",20.502461,74.9655274321155,"12"
"222","Mon May 18 05:34:15 +0000 2020",1262255155107381248,0,"Mumbai, India",19.0759899,72.8773928,"16"
"223","Mon May 18 05:34:15 +0000 2020",1262255156529373184,0.306818181818182,"New Delhi, India",28.6138954,77.2090057,"10"
"224","Mon May 18 05:34:27 +0000 2020",1262255206789558272,-0.15,"Chengalpattu, India",12.6840886,79.9836371,"18"
"225","Mon May 18 05:34:38 +0000 2020",1262255254856499200,0.1,"Bhubaneshwar, India",20.2602964,85.8394521,"16"
"226","Mon May 18 05:34:53 +0000 2020",1262255315699073024,0.318181818181818,"Roorkee, India",29.8693496,77.8902124,"16"
"227","Mon May 18 05:35:08 +0000 2020",1262255379662155776,0,"Nagda, India",23.58754805,75.675679126765,"10"
"228","Mon May 18 05:35:28 +0000 2020",1262255463527153664,0.5,"New Delhi, India",28.6138954,77.2090057,"10"
"229","Mon May 18 05:35:43 +0000 2020",1262255523480498176,0.433333333333333,"New Delhi, India",28.6138954,77.2090057,"10"
"230","Mon May 18 05:35:43 +0000 2020",1262255524860407808,0.2,"Port Blair, India",11.6645348,92.7390448,"16"
"231","Mon May 18 05:36:05 +0000 2020",1262255619559403520,-0.125,"Mumbai, India",19.0759899,72.8773928,"16"
"232","Mon May 18 05:36:06 +0000 2020",1262255620763250688,-0.1,"Varanasi, India",25.3356491,83.0076292,"16"
"233","Mon May 18 05:36:08 +0000 2020",1262255628669431808,0.121590909090909,"New Delhi, India",28.6138954,77.2090057,"10"
