"","time","tweet_id","sentiment_score","location"
"227","Fri May 01 05:57:07 +0000 2020",1256100315494879232,0.233333333333333,"Chandigarh, India"
"228","Fri May 01 05:57:07 +0000 2020",1256100318787579904,0,"Mumbai, India"
"229","Fri May 01 05:57:20 +0000 2020",1256100373372297216,0,"Government Medical College & Rajindra Hospital patiala"
"230","Fri May 01 05:57:28 +0000 2020",1256100403634192384,-0.291666666666667,"Bidhan Nagar, India"
"231","Fri May 01 05:57:39 +0000 2020",1256100450861936640,0.2,"Valsad, India"
"232","Fri May 01 05:57:43 +0000 2020",1256100469149057024,0,"New Delhi, India"
"233","Fri May 01 05:58:49 +0000 2020",1256100743133622272,0.143181818181818,"Bengaluru, India"
"234","Fri May 01 05:59:06 +0000 2020",1256100815388860416,0.78,"Jamnagar, India"
"235","Fri May 01 05:59:20 +0000 2020",1256100873555423232,-0.164545454545455,"Bengaluru, India"
"236","Fri May 01 05:59:40 +0000 2020",1256100957064065024,0.1,"New Delhi, India"
"237","Fri May 01 05:59:53 +0000 2020",1256101011959058432,0,"Uttar Pradesh, India"
"238","Fri May 01 06:00:32 +0000 2020",1256101178984722432,0,"Mumbai, India"
"239","Fri May 01 06:01:08 +0000 2020",1256101327328837632,0,"Bhopal, India"
"240","Fri May 01 06:02:16 +0000 2020",1256101611413426176,0.377777777777778,"Panvel, India"
"241","Fri May 01 06:02:27 +0000 2020",1256101660532699136,0.107954545454545,"Navi Mumbai, India"
"242","Fri May 01 06:03:10 +0000 2020",1256101839965237248,-0.5,"International gym"
"243","Fri May 01 06:03:30 +0000 2020",1256101925457707008,0.377777777777778,"Panvel, India"
"244","Fri May 01 06:03:47 +0000 2020",1256101996907487232,0,"Hosekerehalli"
"245","Fri May 01 06:04:09 +0000 2020",1256102088632918016,0.9,"New Delhi, India"
"246","Fri May 01 06:05:07 +0000 2020",1256102329222381568,0,"Mumbai, India"
"247","Fri May 01 06:05:18 +0000 2020",1256102375036723200,0.2,"Aligarh, India"
"248","Fri May 01 06:05:22 +0000 2020",1256102394741485568,0,"Trivandrum, India"
"249","Fri May 01 06:05:48 +0000 2020",1256102503143391232,0.575,"Vododara, India"
"250","Fri May 01 06:05:57 +0000 2020",1256102539574915072,0,"Mansa, Punjab"
"251","Fri May 01 06:06:02 +0000 2020",1256102560760336384,0,"Bengaluru, India"
"252","Fri May 01 06:06:15 +0000 2020",1256102616783822848,-0.0333333333333333,"Nagpur, India"
"253","Fri May 01 06:06:34 +0000 2020",1256102697297731584,0.2,"Navsari, India"
"254","Fri May 01 06:06:36 +0000 2020",1256102703878402048,0,"Mainpuri, India"
"255","Fri May 01 06:07:06 +0000 2020",1256102830340845568,0,"Itanagar, India"
"256","Fri May 01 06:07:14 +0000 2020",1256102864054779904,0,"Uttar Pradesh, India"
"257","Fri May 01 06:07:44 +0000 2020",1256102989351305216,0.1,"Kalyan Dombivali, India"
"258","Fri May 01 06:07:49 +0000 2020",1256103011841118208,0,"Thane, India"
"259","Fri May 01 06:08:29 +0000 2020",1256103177910390784,0.314285714285714,"Guwahati, India"
"260","Fri May 01 06:08:40 +0000 2020",1256103225712836608,0.141666666666667,"Bhawanipatna, India"
"261","Fri May 01 06:08:41 +0000 2020",1256103228753805312,0.194444444444444,"Jodhpur, India"
"262","Fri May 01 06:08:48 +0000 2020",1256103256889135104,0.0333333333333333,"Mumbai, India"
"263","Fri May 01 06:08:51 +0000 2020",1256103271581708288,0.0666666666666667,"Ranchi, India"
"264","Fri May 01 06:09:11 +0000 2020",1256103352196202496,-0.325,"Mainpuri, India"
"265","Fri May 01 06:09:37 +0000 2020",1256103463403974656,0,"Nalgonda"
"266","Fri May 01 06:09:42 +0000 2020",1256103484979580928,-0.0107142857142857,"Mumbai, India"
"267","Fri May 01 06:09:46 +0000 2020",1256103502750773248,0.14,"Mumbai, India"
"268","Fri May 01 06:09:55 +0000 2020",1256103539891482624,0,"Indore, India"
"269","Fri May 01 06:10:06 +0000 2020",1256103585336619008,0.2,"New Delhi, India"
"270","Fri May 01 06:10:08 +0000 2020",1256103593624481792,0,"New Delhi, India"
"271","Fri May 01 06:10:57 +0000 2020",1256103797434339328,0,"Kolkata, India"
"272","Fri May 01 06:11:15 +0000 2020",1256103873334444032,0.25,"Mumbai, India"
"273","Fri May 01 06:11:18 +0000 2020",1256103887276212224,0.35,"Mumbai, India"
"274","Fri May 01 06:11:18 +0000 2020",1256103888454692864,0,"Andhra Pradesh, India"
"275","Fri May 01 06:11:47 +0000 2020",1256104008101425152,0.8,"India"
"276","Fri May 01 06:11:48 +0000 2020",1256104013969358848,-0.38125,"Bokaro Steel City, India"
